Book,Chapter,Verse,Text,Normalized,Filtered
Exodus,38,9,"['וַיַּ֖עַשׂ', 'אֶת־הֶחָצֵ֑ר', 'לִפְאַ֣ת', '׀', 'נֶ֣גֶב', 'תֵּימָ֗נָה', 'קַלְעֵ֤י', 'הֶֽחָצֵר֙', 'שֵׁ֣שׁ', 'מָשְׁזָ֔ר', 'מֵאָ֖ה', 'בָּאַמָּֽה׃']","['וַיַּעַשׂ', 'אֶתהֶחָצֵר', 'לִפְאַת', '', 'נֶגֶב', 'תֵּימָנָה', 'קַלְעֵי', 'הֶחָצֵר', 'שֵׁשׁ', 'מָשְׁזָר', 'מֵאָה', 'בָּאַמָּה']","['וַיַּעַשׂ', '', 'נֶגֶב', 'תֵּימָנָה', 'הֶחָצֵר', 'שֵׁשׁ', 'מָשְׁזָר', 'מֵאָה']"
Exodus,38,10,"['עַמּוּדֵיהֶ֣ם', 'עֶשְׂרִ֔ים', 'וְאַדְנֵיהֶ֥ם', 'עֶשְׂרִ֖ים', 'נְחֹ֑שֶׁת', 'וָוֵ֧י', 'הָעַמֻּדִ֛ים', 'וַחֲשֻׁקֵיהֶ֖ם', 'כָּֽסֶף׃']","['עַמּוּדֵיהֶם', 'עֶשְׂרִים', 'וְאַדְנֵיהֶם', 'עֶשְׂרִים', 'נְחֹשֶׁת', 'וָוֵי', 'הָעַמֻּדִים', 'וַחֲשֻׁקֵיהֶם', 'כָּסֶף']","['נְחֹשֶׁת', 'וָוֵי']"
Exodus,38,11,"['וְלִפְאַ֤ת', 'צָפוֹן֙', 'מֵאָ֣ה', 'בָֽאַמָּ֔ה', 'עַמּוּדֵיהֶ֣ם', 'עֶשְׂרִ֔ים', 'וְאַדְנֵיהֶ֥ם', 'עֶשְׂרִ֖ים', 'נְחֹ֑שֶׁת', 'וָוֵ֧י', 'הָֽעַמּוּדִ֛ים', 'וַחֲשֻׁקֵיהֶ֖ם', 'כָּֽסֶף׃']","['וְלִפְאַת', 'צָפוֹן', 'מֵאָה', 'בָאַמָּה', 'עַמּוּדֵיהֶם', 'עֶשְׂרִים', 'וְאַדְנֵיהֶם', 'עֶשְׂרִים', 'נְחֹשֶׁת', 'וָוֵי', 'הָעַמּוּדִים', 'וַחֲשֻׁקֵיהֶם', 'כָּסֶף']","['צָפוֹן', 'מֵאָה', 'נְחֹשֶׁת', 'וָוֵי']"
Exodus,38,12,"['וְלִפְאַת־יָ֗ם', 'קְלָעִים֙', 'חֲמִשִּׁ֣ים', 'בָּֽאַמָּ֔ה', 'עַמּוּדֵיהֶ֥ם', 'עֲשָׂרָ֔ה', 'וְאַדְנֵיהֶ֖ם', 'עֲשָׂרָ֑ה', 'וָוֵ֧י', 'הָעַמֻּדִ֛ים', 'וַחֲשׁוּקֵיהֶ֖ם', 'כָּֽסֶף׃']","['וְלִפְאַתיָם', 'קְלָעִים', 'חֲמִשִּׁים', 'בָּאַמָּה', 'עַמּוּדֵיהֶם', 'עֲשָׂרָה', 'וְאַדְנֵיהֶם', 'עֲשָׂרָה', 'וָוֵי', 'הָעַמֻּדִים', 'וַחֲשׁוּקֵיהֶם', 'כָּסֶף']","['חֲמִשִּׁים', 'עֲשָׂרָה', 'עֲשָׂרָה', 'וָוֵי']"
Exodus,38,13,"['וְלִפְאַ֛ת', 'קֵ֥דְמָה', 'מִזְרָ֖חָה', 'חֲמִשִּׁ֥ים', 'אַמָּֽה׃']","['וְלִפְאַת', 'קֵדְמָה', 'מִזְרָחָה', 'חֲמִשִּׁים', 'אַמָּה']","['מִזְרָחָה', 'חֲמִשִּׁים']"
Exodus,38,14,"['קְלָעִ֛ים', 'חֲמֵשׁ־עֶשְׂרֵ֥ה', 'אַמָּ֖ה', 'אֶל־הַכָּתֵ֑ף', 'עַמּוּדֵיהֶ֣ם', 'שְׁלֹשָׁ֔ה', 'וְאַדְנֵיהֶ֖ם', 'שְׁלֹשָֽׁה׃']","['קְלָעִים', 'חֲמֵשׁעֶשְׂרֵה', 'אַמָּה', 'אֶלהַכָּתֵף', 'עַמּוּדֵיהֶם', 'שְׁלֹשָׁה', 'וְאַדְנֵיהֶם', 'שְׁלֹשָׁה']",['חֲמֵשׁעֶשְׂרֵה']
Exodus,38,15,"['וְלַכָּתֵ֣ף', 'הַשֵּׁנִ֗ית', 'מִזֶּ֤ה', 'וּמִזֶּה֙', 'לְשַׁ֣עַר', 'הֶֽחָצֵ֔ר', 'קְלָעִ֕ים', 'חֲמֵ֥שׁ', 'עֶשְׂרֵ֖ה', 'אַמָּ֑ה', 'עַמֻּדֵיהֶ֣ם', 'שְׁלֹשָׁ֔ה', 'וְאַדְנֵיהֶ֖ם', 'שְׁלֹשָֽׁה׃']","['וְלַכָּתֵף', 'הַשֵּׁנִית', 'מִזֶּה', 'וּמִזֶּה', 'לְשַׁעַר', 'הֶחָצֵר', 'קְלָעִים', 'חֲמֵשׁ', 'עֶשְׂרֵה', 'אַמָּה', 'עַמֻּדֵיהֶם', 'שְׁלֹשָׁה', 'וְאַדְנֵיהֶם', 'שְׁלֹשָׁה']","['וְלַכָּתֵף', 'לְשַׁעַר', 'הֶחָצֵר', 'חֲמֵשׁ', 'עֶשְׂרֵה']"
Exodus,38,16,"['כָּל־קַלְעֵ֧י', 'הֶחָצֵ֛ר', 'סָבִ֖יב', 'שֵׁ֥שׁ', 'מָשְׁזָֽר׃']","['כָּלקַלְעֵי', 'הֶחָצֵר', 'סָבִיב', 'שֵׁשׁ', 'מָשְׁזָר']","['הֶחָצֵר', 'סָבִיב', 'שֵׁשׁ', 'מָשְׁזָר']"
Exodus,38,17,"['וְהָאֲדָנִ֣ים', 'לָֽעַמֻּדִים֮', 'נְחֹשֶׁת֒', 'וָוֵ֨י', 'הָֽעַמּוּדִ֜ים', 'וַחֲשׁוּקֵיהֶם֙', 'כֶּ֔סֶף', 'וְצִפּ֥וּי', 'רָאשֵׁיהֶ֖ם', 'כָּ֑סֶף', 'וְהֵם֙', 'מְחֻשָּׁקִ֣ים', 'כֶּ֔סֶף', 'כֹּ֖ל', 'עַמֻּדֵ֥י', 'הֶחָצֵֽר׃']","['וְהָאֲדָנִים', 'לָעַמֻּדִים', 'נְחֹשֶׁת', 'וָוֵי', 'הָעַמּוּדִים', 'וַחֲשׁוּקֵיהֶם', 'כֶּסֶף', 'וְצִפּוּי', 'רָאשֵׁיהֶם', 'כָּסֶף', 'וְהֵם', 'מְחֻשָּׁקִים', 'כֶּסֶף', 'כֹּל', 'עַמֻּדֵי', 'הֶחָצֵר']","['וְהָאֲדָנִים', 'נְחֹשֶׁת', 'וָוֵי', 'וְצִפּוּי', 'מְחֻשָּׁקִים', 'הֶחָצֵר']"
Exodus,38,18,"['וּמָסַ֞ךְ', 'שַׁ֤עַר', 'הֶחָצֵר֙', 'מַעֲשֵׂ֣ה', 'רֹקֵ֔ם', 'תְּכֵ֧לֶת', 'וְאַרְגָּמָ֛ן', 'וְתוֹלַ֥עַת', 'שָׁנִ֖י', 'וְשֵׁ֣שׁ', 'מָשְׁזָ֑ר', 'וְעֶשְׂרִ֤ים', 'אַמָּה֙', 'אֹ֔רֶךְ', 'וְקוֹמָ֤ה', 'בְרֹ֙חַב֙', 'חָמֵ֣שׁ', 'אַמּ֔וֹת', 'לְעֻמַּ֖ת', 'קַלְעֵ֥י', 'הֶחָצֵֽר׃']","['וּמָסַךְ', 'שַׁעַר', 'הֶחָצֵר', 'מַעֲשֵׂה', 'רֹקֵם', 'תְּכֵלֶת', 'וְאַרְגָּמָן', 'וְתוֹלַעַת', 'שָׁנִי', 'וְשֵׁשׁ', 'מָשְׁזָר', 'וְעֶשְׂרִים', 'אַמָּה', 'אֹרֶךְ', 'וְקוֹמָה', 'בְרֹחַב', 'חָמֵשׁ', 'אַמּוֹת', 'לְעֻמַּת', 'קַלְעֵי', 'הֶחָצֵר']","['וּמָסַךְ', 'שַׁעַר', 'הֶחָצֵר', 'מַעֲשֵׂה', 'וְתוֹלַעַת', 'וְשֵׁשׁ', 'מָשְׁזָר', 'אֹרֶךְ', 'חָמֵשׁ', 'אַמּוֹת', 'לְעֻמַּת', 'הֶחָצֵר']"
Exodus,38,19,"['וְעַמֻּֽדֵיהֶם֙', 'אַרְבָּעָ֔ה', 'וְאַדְנֵיהֶ֥ם', 'אַרְבָּעָ֖ה', 'נְחֹ֑שֶׁת', 'וָוֵיהֶ֣ם', 'כֶּ֔סֶף', 'וְצִפּ֧וּי', 'רָאשֵׁיהֶ֛ם', 'וַחֲשֻׁקֵיהֶ֖ם', 'כָּֽסֶף׃']","['וְעַמֻּדֵיהֶם', 'אַרְבָּעָה', 'וְאַדְנֵיהֶם', 'אַרְבָּעָה', 'נְחֹשֶׁת', 'וָוֵיהֶם', 'כֶּסֶף', 'וְצִפּוּי', 'רָאשֵׁיהֶם', 'וַחֲשֻׁקֵיהֶם', 'כָּסֶף']","['אַרְבָּעָה', 'אַרְבָּעָה', 'נְחֹשֶׁת', 'וְצִפּוּי']"
Exodus,38,20,"['וְֽכָל', 'הַיְתֵדֹ֞ת', 'לַמִּשְׁכָּ֧ן', 'וְלֶחָצֵ֛ר', 'סָבִ֖יב', 'נְחֹֽשֶׁת׃', 'ס']","['וְכָל', 'הַיְתֵדֹת', 'לַמִּשְׁכָּן', 'וְלֶחָצֵר', 'סָבִיב', 'נְחֹשֶׁת', 'ס']","['הַיְתֵדֹת', 'וְלֶחָצֵר', 'סָבִיב', 'נְחֹשֶׁת']"
Exodus,38,21,"['אֵ֣לֶּה', 'פְקוּדֵ֤י', 'הַמִּשְׁכָּן֙', 'מִשְׁכַּ֣ן', 'הָעֵדֻ֔ת', 'אֲשֶׁ֥ר', 'פֻּקַּ֖ד', 'עַל־פִּ֣י', 'מֹשֶׁ֑ה', 'עֲבֹדַת֙', 'הַלְוִּיִּ֔ם', 'בְּיַד֙', 'אִֽיתָמָ֔ר', 'בֶּֽן־אַהֲרֹ֖ן', 'הַכֹּהֵֽן׃']","['אֵלֶּה', 'פְקוּדֵי', 'הַמִּשְׁכָּן', 'מִשְׁכַּן', 'הָעֵדֻת', 'אֲשֶׁר', 'פֻּקַּד', 'עַלפִּי', 'מֹשֶׁה', 'עֲבֹדַת', 'הַלְוִּיִּם', 'בְּיַד', 'אִיתָמָר', 'בֶּןאַהֲרֹן', 'הַכֹּהֵן']","['פֻּקַּד', 'עֲבֹדַת', 'בְּיַד']"
Exodus,38,22,"['וּבְצַלְאֵ֛ל', 'בֶּן־אוּרִ֥י', 'בֶן־ח֖וּר', 'לְמַטֵּ֣ה', 'יְהוּדָ֑ה', 'עָשָׂ֕ה', 'אֵ֛ת', 'כָּל־אֲשֶׁר־צִוָּ֥ה', 'יְהוָ֖ה', 'אֶת־מֹשֶֽׁה׃']","['וּבְצַלְאֵל', 'בֶּןאוּרִי', 'בֶןחוּר', 'לְמַטֵּה', 'יְהוּדָה', 'עָשָׂה', 'אֵת', 'כָּלאֲשֶׁרצִוָּה', 'יְהוָה', 'אֶתמֹשֶׁה']","['לְמַטֵּה', 'יְהוּדָה', 'עָשָׂה', 'יְהוָה']"
Exodus,38,23,"['וְאִתּ֗וֹ', 'אָהֳלִיאָ֞ב', 'בֶּן־אֲחִיסָמָ֛ךְ', 'לְמַטֵּה־דָ֖ן', 'חָרָ֣שׁ', 'וְחֹשֵׁ֑ב', 'וְרֹקֵ֗ם', 'בַּתְּכֵ֙לֶת֙', 'וּבָֽאַרְגָּמָ֔ן', 'וּבְתוֹלַ֥עַת', 'הַשָּׁנִ֖י', 'וּבַשֵּֽׁשׁ׃', 'ס']","['וְאִתּוֹ', 'אָהֳלִיאָב', 'בֶּןאֲחִיסָמָךְ', 'לְמַטֵּהדָן', 'חָרָשׁ', 'וְחֹשֵׁב', 'וְרֹקֵם', 'בַּתְּכֵלֶת', 'וּבָאַרְגָּמָן', 'וּבְתוֹלַעַת', 'הַשָּׁנִי', 'וּבַשֵּׁשׁ', 'ס']","['לְמַטֵּהדָן', 'חָרָשׁ', 'וְחֹשֵׁב', 'וּבַשֵּׁשׁ']"
Exodus,38,24,"['כָּל־הַזָּהָ֗ב', 'הֶֽעָשׂוּי֙', 'לַמְּלָאכָ֔ה', 'בְּכֹ֖ל', 'מְלֶ֣אכֶת', 'הַקֹּ֑דֶשׁ', 'וַיְהִ֣י', '׀', 'זְהַ֣ב', 'הַתְּנוּפָ֗ה', 'תֵּ֤שַׁע', 'וְעֶשְׂרִים֙', 'כִּכָּ֔ר', 'וּשְׁבַ֨ע', 'מֵא֧וֹת', 'וּשְׁלֹשִׁ֛ים', 'שֶׁ֖קֶל', 'בְּשֶׁ֥קֶל', 'הַקֹּֽדֶשׁ׃']","['כָּלהַזָּהָב', 'הֶעָשׂוּי', 'לַמְּלָאכָה', 'בְּכֹל', 'מְלֶאכֶת', 'הַקֹּדֶשׁ', 'וַיְהִי', '', 'זְהַב', 'הַתְּנוּפָה', 'תֵּשַׁע', 'וְעֶשְׂרִים', 'כִּכָּר', 'וּשְׁבַע', 'מֵאוֹת', 'וּשְׁלֹשִׁים', 'שֶׁקֶל', 'בְּשֶׁקֶל', 'הַקֹּדֶשׁ']","['הֶעָשׂוּי', 'הַקֹּדֶשׁ', 'וַיְהִי', '', 'תֵּשַׁע', 'כִּכָּר', 'וּשְׁבַע', 'הַקֹּדֶשׁ']"
Exodus,38,25,"['וְכֶ֛סֶף', 'פְּקוּדֵ֥י', 'הָעֵדָ֖ה', 'מְאַ֣ת', 'כִּכָּ֑ר', 'וְאֶלֶף֩', 'וּשְׁבַ֨ע', 'מֵא֜וֹת', 'וַחֲמִשָּׁ֧ה', 'וְשִׁבְעִ֛ים', 'שֶׁ֖קֶל', 'בְּשֶׁ֥קֶל', 'הַקֹּֽדֶשׁ׃']","['וְכֶסֶף', 'פְּקוּדֵי', 'הָעֵדָה', 'מְאַת', 'כִּכָּר', 'וְאֶלֶף', 'וּשְׁבַע', 'מֵאוֹת', 'וַחֲמִשָּׁה', 'וְשִׁבְעִים', 'שֶׁקֶל', 'בְּשֶׁקֶל', 'הַקֹּדֶשׁ']","['כִּכָּר', 'וּשְׁבַע', 'וַחֲמִשָּׁה', 'וְשִׁבְעִים', 'הַקֹּדֶשׁ']"
Exodus,38,26,"['בֶּ֚קַע', 'לַגֻּלְגֹּ֔לֶת', 'מַחֲצִ֥ית', 'הַשֶּׁ֖קֶל', 'בְּשֶׁ֣קֶל', 'הַקֹּ֑דֶשׁ', 'לְכֹ֨ל', 'הָעֹבֵ֜ר', 'עַל־הַפְּקֻדִ֗ים', 'מִבֶּ֨ן', 'עֶשְׂרִ֤ים', 'שָׁנָה֙', 'וָמַ֔עְלָה', 'לְשֵׁשׁ־מֵא֥וֹת', 'אֶ֙לֶף֙', 'וּשְׁלֹ֣שֶׁת', 'אֲלָפִ֔ים', 'וַחֲמֵ֥שׁ', 'מֵא֖וֹת', 'וַחֲמִשִּֽׁים׃']","['בֶּקַע', 'לַגֻּלְגֹּלֶת', 'מַחֲצִית', 'הַשֶּׁקֶל', 'בְּשֶׁקֶל', 'הַקֹּדֶשׁ', 'לְכֹל', 'הָעֹבֵר', 'עַלהַפְּקֻדִים', 'מִבֶּן', 'עֶשְׂרִים', 'שָׁנָה', 'וָמַעְלָה', 'לְשֵׁשׁמֵאוֹת', 'אֶלֶף', 'וּשְׁלֹשֶׁת', 'אֲלָפִים', 'וַחֲמֵשׁ', 'מֵאוֹת', 'וַחֲמִשִּׁים']","['בֶּקַע', 'לַגֻּלְגֹּלֶת', 'הַקֹּדֶשׁ', 'וַחֲמֵשׁ', 'וַחֲמִשִּׁים']"
Exodus,38,27,"['וַיְהִ֗י', 'מְאַת֙', 'כִּכַּ֣ר', 'הַכֶּ֔סֶף', 'לָצֶ֗קֶת', 'אֵ֚ת', 'אַדְנֵ֣י', 'הַקֹּ֔דֶשׁ', 'וְאֵ֖ת', 'אַדְנֵ֣י', 'הַפָּרֹ֑כֶת', 'מְאַ֧ת', 'אֲדָנִ֛ים', 'לִמְאַ֥ת', 'הַכִּכָּ֖ר', 'כִּכָּ֥ר', 'לָאָֽדֶן׃']","['וַיְהִי', 'מְאַת', 'כִּכַּר', 'הַכֶּסֶף', 'לָצֶקֶת', 'אֵת', 'אַדְנֵי', 'הַקֹּדֶשׁ', 'וְאֵת', 'אַדְנֵי', 'הַפָּרֹכֶת', 'מְאַת', 'אֲדָנִים', 'לִמְאַת', 'הַכִּכָּר', 'כִּכָּר', 'לָאָדֶן']","['וַיְהִי', 'כִּכַּר', 'לָצֶקֶת', 'אַדְנֵי', 'הַקֹּדֶשׁ', 'אַדְנֵי', 'הַפָּרֹכֶת', 'אֲדָנִים', 'הַכִּכָּר', 'כִּכָּר']"
Exodus,38,28,"['וְאֶת־הָאֶ֜לֶף', 'וּשְׁבַ֤ע', 'הַמֵּאוֹת֙', 'וַחֲמִשָּׁ֣ה', 'וְשִׁבְעִ֔ים', 'עָשָׂ֥ה', 'וָוִ֖ים', 'לָעַמּוּדִ֑ים', 'וְצִפָּ֥ה', 'רָאשֵׁיהֶ֖ם', 'וְחִשַּׁ֥ק', 'אֹתָֽם׃']","['וְאֶתהָאֶלֶף', 'וּשְׁבַע', 'הַמֵּאוֹת', 'וַחֲמִשָּׁה', 'וְשִׁבְעִים', 'עָשָׂה', 'וָוִים', 'לָעַמּוּדִים', 'וְצִפָּה', 'רָאשֵׁיהֶם', 'וְחִשַּׁק', 'אֹתָם']","['וּשְׁבַע', 'וַחֲמִשָּׁה', 'וְשִׁבְעִים', 'עָשָׂה', 'וָוִים', 'וְחִשַּׁק']"
Exodus,38,29,"['וּנְחֹ֥שֶׁת', 'הַתְּנוּפָ֖ה', 'שִׁבְעִ֣ים', 'כִּכָּ֑ר', 'וְאַלְפַּ֥יִם', 'וְאַרְבַּע־מֵא֖וֹת', 'שָֽׁקֶל׃']","['וּנְחֹשֶׁת', 'הַתְּנוּפָה', 'שִׁבְעִים', 'כִּכָּר', 'וְאַלְפַּיִם', 'וְאַרְבַּעמֵאוֹת', 'שָׁקֶל']","['וּנְחֹשֶׁת', 'שִׁבְעִים', 'כִּכָּר']"
Exodus,38,30,"['וַיַּ֣עַשׂ', 'בָּ֗הּ', 'אֶת־אַדְנֵי֙', 'פֶּ֚תַח', 'אֹ֣הֶל', 'מוֹעֵ֔ד', 'וְאֵת֙', 'מִזְבַּ֣ח', 'הַנְּחֹ֔שֶׁת', 'וְאֶת־מִכְבַּ֥ר', 'הַנְּחֹ֖שֶׁת', 'אֲשֶׁר־ל֑וֹ', 'וְאֵ֖ת', 'כָּל־כְּלֵ֥י', 'הַמִּזְבֵּֽחַ׃']","['וַיַּעַשׂ', 'בָּהּ', 'אֶתאַדְנֵי', 'פֶּתַח', 'אֹהֶל', 'מוֹעֵד', 'וְאֵת', 'מִזְבַּח', 'הַנְּחֹשֶׁת', 'וְאֶתמִכְבַּר', 'הַנְּחֹשֶׁת', 'אֲשֶׁרלוֹ', 'וְאֵת', 'כָּלכְּלֵי', 'הַמִּזְבֵּחַ']","['וַיַּעַשׂ', 'פֶּתַח', 'אֹהֶל', 'מִזְבַּח', 'הַנְּחֹשֶׁת', 'הַנְּחֹשֶׁת', 'הַמִּזְבֵּחַ']"
Exodus,38,31,"['וְאֶת־אַדְנֵ֤י', 'הֶֽחָצֵר֙', 'סָבִ֔יב', 'וְאֶת־אַדְנֵ֖י', 'שַׁ֣עַר', 'הֶחָצֵ֑ר', 'וְאֵ֨ת', 'כָּל־יִתְדֹ֧ת', 'הַמִּשְׁכָּ֛ן', 'וְאֶת־כָּל־יִתְדֹ֥ת', 'הֶחָצֵ֖ר', 'סָבִֽיב׃']","['וְאֶתאַדְנֵי', 'הֶחָצֵר', 'סָבִיב', 'וְאֶתאַדְנֵי', 'שַׁעַר', 'הֶחָצֵר', 'וְאֵת', 'כָּליִתְדֹת', 'הַמִּשְׁכָּן', 'וְאֶתכָּליִתְדֹת', 'הֶחָצֵר', 'סָבִיב']","['הֶחָצֵר', 'סָבִיב', 'שַׁעַר', 'הֶחָצֵר', 'הֶחָצֵר', 'סָבִיב']"
Exodus,39,1,"['וּמִן־הַתְּכֵ֤לֶת', 'וְהָֽאַרְגָּמָן֙', 'וְתוֹלַ֣עַת', 'הַשָּׁנִ֔י', 'עָשׂ֥וּ', 'בִגְדֵי־שְׂרָ֖ד', 'לְשָׁרֵ֣ת', 'בַּקֹּ֑דֶשׁ', 'וַֽיַּעֲשׂ֞וּ', 'אֶת־בִּגְדֵ֤י', 'הַקֹּ֙דֶשׁ֙', 'אֲשֶׁ֣ר', 'לְאַהֲרֹ֔ן', 'כַּאֲשֶׁ֛ר', 'צִוָּ֥ה', 'יְהוָ֖ה', 'אֶת־מֹשֶֽׁה׃', 'פ']","['וּמִןהַתְּכֵלֶת', 'וְהָאַרְגָּמָן', 'וְתוֹלַעַת', 'הַשָּׁנִי', 'עָשׂוּ', 'בִגְדֵישְׂרָד', 'לְשָׁרֵת', 'בַּקֹּדֶשׁ', 'וַיַּעֲשׂוּ', 'אֶתבִּגְדֵי', 'הַקֹּדֶשׁ', 'אֲשֶׁר', 'לְאַהֲרֹן', 'כַּאֲשֶׁר', 'צִוָּה', 'יְהוָה', 'אֶתמֹשֶׁה', 'פ']","['וְתוֹלַעַת', 'עָשׂוּ', 'לְשָׁרֵת', 'בַּקֹּדֶשׁ', 'וַיַּעֲשׂוּ', 'הַקֹּדֶשׁ', 'צִוָּה', 'יְהוָה']"
Exodus,39,2,"['וַיַּ֖עַשׂ', 'אֶת־הָאֵפֹ֑ד', 'זָהָ֗ב', 'תְּכֵ֧לֶת', 'וְאַרְגָּמָ֛ן', 'וְתוֹלַ֥עַת', 'שָׁנִ֖י', 'וְשֵׁ֥שׁ', 'מָשְׁזָֽר׃']","['וַיַּעַשׂ', 'אֶתהָאֵפֹד', 'זָהָב', 'תְּכֵלֶת', 'וְאַרְגָּמָן', 'וְתוֹלַעַת', 'שָׁנִי', 'וְשֵׁשׁ', 'מָשְׁזָר']","['וַיַּעַשׂ', 'וְתוֹלַעַת', 'וְשֵׁשׁ', 'מָשְׁזָר']"
Exodus,39,3,"['וַֽיְרַקְּע֞וּ', 'אֶת־פַּחֵ֣י', 'הַזָּהָב֮', 'וְקִצֵּ֣ץ', 'פְּתִילִם֒', 'לַעֲשׂ֗וֹת', 'בְּת֤וֹךְ', 'הַתְּכֵ֙לֶת֙', 'וּבְת֣וֹךְ', 'הָֽאַרְגָּמָ֔ן', 'וּבְת֛וֹךְ', 'תּוֹלַ֥עַת', 'הַשָּׁנִ֖י', 'וּבְת֣וֹךְ', 'הַשֵּׁ֑שׁ', 'מַעֲשֵׂ֖ה', 'חֹשֵֽׁב׃']","['וַיְרַקְּעוּ', 'אֶתפַּחֵי', 'הַזָּהָב', 'וְקִצֵּץ', 'פְּתִילִם', 'לַעֲשׂוֹת', 'בְּתוֹךְ', 'הַתְּכֵלֶת', 'וּבְתוֹךְ', 'הָאַרְגָּמָן', 'וּבְתוֹךְ', 'תּוֹלַעַת', 'הַשָּׁנִי', 'וּבְתוֹךְ', 'הַשֵּׁשׁ', 'מַעֲשֵׂה', 'חֹשֵׁב']","['וְקִצֵּץ', 'פְּתִילִם', 'תּוֹלַעַת', 'הַשֵּׁשׁ', 'מַעֲשֵׂה', 'חֹשֵׁב']"
Exodus,39,4,"['כְּתֵפֹ֥ת', 'עָֽשׂוּ־ל֖וֹ', 'חֹבְרֹ֑ת', 'עַל־שְׁנֵ֥י', 'קצוותו', 'קְצוֹתָ֖יו', 'חֻבָּֽר׃']","['כְּתֵפֹת', 'עָשׂוּלוֹ', 'חֹבְרֹת', 'עַלשְׁנֵי', 'קצוותו', 'קְצוֹתָיו', 'חֻבָּר']","['כְּתֵפֹת', 'קצוותו', 'קְצוֹתָיו']"
Exodus,39,5,"['וְחֵ֨שֶׁב', 'אֲפֻדָּת֜וֹ', 'אֲשֶׁ֣ר', 'עָלָ֗יו', 'מִמֶּ֣נּוּ', 'הוּא֮', 'כְּמַעֲשֵׂהוּ֒', 'זָהָ֗ב', 'תְּכֵ֧לֶת', 'וְאַרְגָּמָ֛ן', 'וְתוֹלַ֥עַת', 'שָׁנִ֖י', 'וְשֵׁ֣שׁ', 'מָשְׁזָ֑ר', 'כַּאֲשֶׁ֛ר', 'צִוָּ֥ה', 'יְהוָ֖ה', 'אֶת־מֹשֶֽׁה׃']","['וְחֵשֶׁב', 'אֲפֻדָּתוֹ', 'אֲשֶׁר', 'עָלָיו', 'מִמֶּנּוּ', 'הוּא', 'כְּמַעֲשֵׂהוּ', 'זָהָב', 'תְּכֵלֶת', 'וְאַרְגָּמָן', 'וְתוֹלַעַת', 'שָׁנִי', 'וְשֵׁשׁ', 'מָשְׁזָר', 'כַּאֲשֶׁר', 'צִוָּה', 'יְהוָה', 'אֶתמֹשֶׁה']","['וְחֵשֶׁב', 'אֲפֻדָּתוֹ', 'כְּמַעֲשֵׂהוּ', 'וְתוֹלַעַת', 'וְשֵׁשׁ', 'מָשְׁזָר', 'צִוָּה', 'יְהוָה']"
Exodus,39,6,"['וַֽיַּעֲשׂוּ֙', 'אֶת־אַבְנֵ֣י', 'הַשֹּׁ֔הַם', 'מֻֽסַבֹּ֖ת', 'מִשְׁבְּצֹ֣ת', 'זָהָ֑ב', 'מְפֻתָּחֹת֙', 'פִּתּוּחֵ֣י', 'חוֹתָ֔ם', 'עַל־שְׁמ֖וֹת', 'בְּנֵ֥י', 'יִשְׂרָאֵֽל׃']","['וַיַּעֲשׂוּ', 'אֶתאַבְנֵי', 'הַשֹּׁהַם', 'מֻסַבֹּת', 'מִשְׁבְּצֹת', 'זָהָב', 'מְפֻתָּחֹת', 'פִּתּוּחֵי', 'חוֹתָם', 'עַלשְׁמוֹת', 'בְּנֵי', 'יִשְׂרָאֵל']","['וַיַּעֲשׂוּ', 'מִשְׁבְּצֹת', 'מְפֻתָּחֹת', 'פִּתּוּחֵי', 'חוֹתָם']"
Exodus,39,7,"['וַיָּ֣שֶׂם', 'אֹתָ֗ם', 'עַ֚ל', 'כִּתְפֹ֣ת', 'הָאֵפֹ֔ד', 'אַבְנֵ֥י', 'זִכָּר֖וֹן', 'לִבְנֵ֣י', 'יִשְׂרָאֵ֑ל', 'כַּאֲשֶׁ֛ר', 'צִוָּ֥ה', 'יְהוָ֖ה', 'אֶת־מֹשֶֽׁה׃', 'פ']","['וַיָּשֶׂם', 'אֹתָם', 'עַל', 'כִּתְפֹת', 'הָאֵפֹד', 'אַבְנֵי', 'זִכָּרוֹן', 'לִבְנֵי', 'יִשְׂרָאֵל', 'כַּאֲשֶׁר', 'צִוָּה', 'יְהוָה', 'אֶתמֹשֶׁה', 'פ']","['כִּתְפֹת', 'הָאֵפֹד', 'זִכָּרוֹן', 'צִוָּה', 'יְהוָה']"
